"DMA_ID","DB_ID","DMA_NUMBER","DESCRIPTION","DMA_ABBREV","DMA_SHORT_NAME","PSEUDO_DMA_TYPE","ACTUAL_DMA_ID","SERVED_STATUS","CAMC_MARKET_ID","MPG_MARKET_ID","ACCOUNTS","A3_ONLY_FLAG","MPEG4_ONLY_FLAG","LILN_PSEUDO_TABLE_FLAG","INACTIVE_FLAG","SENT_TO_CAMC_FLAG","NOTES","LAST_MOD_DATE","IS_DELETED","BILLING_SYSTEM"
100,0,531,"Tri-Cities TN-VA","TC","Tri-Cities, TN","",,0,198,190,24522,0,1,0,0,1,"",06/28/2013 10:18:26.578000000 PM,0,0
101,0,532,"Albany-Schenectady-Troy NY","AL","Albany, NY","",,0,64,3,33417,0,0,0,0,1,"",05/24/2012 10:08:56.076000000 PM,0,0
102,0,533,"Hartford-New Haven CT","HT","Hartford","",,0,42,86,43601,0,0,0,0,1,"",05/24/2012 10:08:56.076000000 PM,0,0
103,0,534,"Orlando-Daytona FL","OR","Orlando","",,0,13,140,174700,0,0,0,0,1,"",05/24/2012 10:08:56.076000000 PM,0,0
104,0,535,"Columbus OH","CO","Columbus","",,0,30,48,93761,0,0,0,0,1,"",05/24/2012 10:08:56.076000000 PM,0,0
105,0,536,"Youngstown OH","YT","Youngstown","",,0,207,209,24029,0,1,0,0,1,"",05/24/2012 10:08:56.076000000 PM,0,0
106,0,537,"Bangor ME","BO","Bangor (ME)","",,0,114,15,14629,0,1,0,0,1,"",06/28/2013 10:21:11.121000000 PM,0,0
107,0,538,"Rochester NY","RO","Rochester, NY","",,0,89,161,25150,0,0,0,0,1,"",05/24/2012 10:08:56.076000000 PM,0,0
108,0,539,"Tampa-St Petersburg FL","TA","Tampa","",,0,20,185,114617,0,0,0,0,1,"",05/24/2012 10:08:56.076000000 PM,0,0
109,0,540,"Traverse City-Cadillac MI","TV","Traverse City","",,0,197,189,28225,0,1,0,0,1,"",05/24/2012 10:08:56.076000000 PM,0,0
110,0,541,"Lexington KY","LX","Lexington","",,0,80,109,48427,0,0,0,0,1,"",06/28/2013 10:22:43.815000000 PM,0,0
111,0,542,"Dayton OH","DA","Dayton, OH","",,0,101,53,53146,0,0,0,0,1,"",05/24/2012 10:08:56.076000000 PM,0,0
112,0,543,"Springfield-Holyoke MA","SH","Springfield","",,0,104,180,9465,0,0,0,0,1,"",05/24/2012 10:08:56.076000000 PM,0,0
113,0,544,"Norfolk-Newport News VA","NP","Norfolk/Portsmo","",,0,49,135,50274,0,0,0,0,1,"",03/30/2017 09:52:12.882000000 PM,0,0
114,0,545,"Greenville-New Bern-Washington NC","GW","Grnvlle-Wa, NC","",,0,149,80,30603,0,1,0,0,1,"",05/24/2012 10:08:56.076000000 PM,0,0
115,0,546,"Columbia SC","CB","Columbia (SC)","",,0,62,45,53901,0,0,0,0,1,"",05/24/2012 10:08:56.076000000 PM,0,0
116,0,547,"Toledo OH","TD","Toledo","",,0,196,187,40735,0,1,0,0,1,"",05/24/2012 10:08:56.076000000 PM,0,0
117,0,548,"West Palm Beach-Ft Pierce FL","WP","W Palm Beach","",,0,41,202,80153,0,0,0,0,1,"",05/24/2012 10:08:56.076000000 PM,0,0
118,0,549,"Watertown NY","WT","Watertown NY","",,0,203,200,8157,0,1,0,0,1,"",05/24/2012 10:08:56.076000000 PM,0,0
119,0,550,"Wilmington NC","WM","Wilmington, NC","",,0,97,207,22349,0,0,0,0,1,"",05/24/2012 10:08:56.076000000 PM,0,0
120,0,551,"Lansing MI","LN","Lansing, MI","",,0,79,106,27871,0,0,0,0,1,"",11/07/2012 07:28:31.052000000 PM,0,0
121,0,552,"Presque Isle ME","","","",,3,182,152,962,0,0,0,0,1,"",05/24/2012 10:08:56.076000000 PM,0,0
122,0,553,"Marquette MI","MQ","Marquette","",,0,169,119,9152,0,1,0,0,1,"",05/24/2012 10:08:56.076000000 PM,0,0
123,0,554,"Wheeling WV-Steubenville OH","WH","Wheeling, WV","",,0,205,203,14880,0,1,0,0,1,"",05/24/2012 10:08:56.076000000 PM,0,0
124,0,555,"Syracuse NY","SY","Syracuse","",,0,194,183,20108,0,1,0,0,1,"",05/24/2012 10:08:56.076000000 PM,0,0
125,0,556,"Richmond-Petersburg VA","RC","Richmond","",,0,52,158,49157,0,0,0,0,1,"",05/24/2012 10:08:56.076000000 PM,0,0
126,0,557,"Knoxville TN","KX","Knoxville","",,0,50,101,56540,0,0,0,0,1,"",05/24/2012 10:08:56.076000000 PM,0,0
127,0,558,"Lima OH","","","",,0,164,110,3020,0,1,0,0,1,"",02/27/2013 10:43:52.339000000 PM,0,0
128,0,559,"Bluefield-Beckley WV","BB","Bluefield","",,0,120,23,13853,0,1,0,0,1,"",06/28/2013 10:24:46.830000000 PM,0,0
129,0,560,"Raleigh-Durham NC","RD","Raleigh-Durham","",,0,23,155,114762,0,0,0,0,1,"",05/24/2012 10:08:56.076000000 PM,0,0
130,0,561,"Jacksonville FL-Brunswick GA","JV","Jacksonville","",,0,51,96,88579,0,0,0,0,1,"",05/24/2012 10:08:56.076000000 PM,0,0
131,0,563,"Grand Rapids-Kalamazoo MI","GR","Grand Rapids","",,0,46,76,63562,0,0,0,0,1,"",05/24/2012 10:08:56.076000000 PM,0,0
132,0,564,"Charleston-Huntington WV","CR","Charleston WV","",,0,68,34,49137,0,0,0,0,1,"",06/28/2013 10:25:58.872000000 PM,0,0
133,0,565,"Elmira NY","EL","Elmira, NY","",,0,137,60,7240,0,1,0,0,1,"",05/24/2012 10:08:56.076000000 PM,0,0
134,0,566,"Harrisburg-Lancaster PA","HR","Harrisburg, PA","",,0,77,84,50431,0,0,0,0,1,"",05/24/2012 10:08:56.076000000 PM,0,0
135,0,567,"Greenville-Spartanburg SC-Asheville NC","GV","Greenville","",,0,22,81,114734,0,0,0,0,1,"",05/24/2012 10:08:56.076000000 PM,0,0
136,0,569,"Harrisonburg VA","HB","Harrisonburg","",,0,151,85,7997,0,1,0,0,1,"",05/24/2012 10:08:56.076000000 PM,0,0
137,0,570,"Myrtle Beach-Florence SC","FN","Florence (SC)","",,0,142,68,23835,0,1,0,0,1,"",06/28/2013 10:28:34.915000000 PM,0,0
138,0,571,"Fort Myers-Naples FL","FM","Ft.Myers-Naples","",,0,75,69,46381,0,0,0,0,1,"",05/24/2012 10:08:56.076000000 PM,0,0
139,0,573,"Roanoke-Lynchburg VA","RN","Roanoke","",,0,55,159,45567,0,0,0,0,1,"",03/30/2017 09:52:13.236000000 PM,0,0
140,0,574,"Johnstown-Altoona PA","JT","Johnstown","",,0,157,97,21528,0,1,0,0,1,"",06/28/2013 10:31:42.083000000 PM,0,0
141,0,575,"Chattanooga TN","CG","Chattanooga","",,0,130,37,29735,0,1,0,0,1,"",05/24/2012 10:08:56.076000000 PM,0,0
142,0,576,"Salisbury MD","SL","Salisbury, MD","",,0,187,164,16117,0,1,0,0,1,"",05/24/2012 10:08:56.076000000 PM,0,0
143,0,577,"Wilkes Barre-Scranton PA","WB","Wilkes-Barre","",,0,54,206,50559,0,0,0,0,1,"",05/24/2012 10:08:56.076000000 PM,0,0
144,0,581,"Terre Haute IN","TR","Terra Haute, IN","",,0,195,186,14691,0,1,0,0,1,"",05/24/2012 10:08:56.076000000 PM,0,0
145,0,582,"Lafayette IN","FY","Lafayette, IN","",,0,161,103,3726,0,1,0,0,1,"",05/24/2012 10:08:56.076000000 PM,0,0
146,0,583,"Alpena MI","","","",,3,110,6,310,0,0,0,0,1,"",05/24/2012 10:08:56.076000000 PM,0,0
147,0,584,"Charlottesville VA","","","",,0,129,36,5637,0,1,0,0,1,"",09/17/2014 02:41:45.692000000 PM,0,0
148,0,588,"South Bend-Elkhart IN","SO","South Bend","",,0,92,177,30997,0,0,0,0,1,"",05/24/2012 10:08:56.076000000 PM,0,0
149,0,592,"Gainesville FL","GS","Gainesville FL","",,0,145,73,10673,0,1,0,0,1,"",06/28/2013 10:35:01.934000000 PM,0,0
150,0,596,"Zanesville OH","ZV","Zanville, OH","",,0,209,211,2973,0,0,0,0,1,"",05/24/2012 10:08:56.076000000 PM,0,0
151,0,597,"Parkersburg WV","PK","Parkersburg, WV","",,0,180,145,4564,0,1,0,0,1,"",05/24/2012 10:08:56.076000000 PM,0,0
152,0,598,"Clarksburg-Weston WV","CK","Clarksburg, WV","",,0,132,42,10177,0,1,0,0,1,"",05/24/2012 10:08:56.076000000 PM,0,0
153,0,600,"Corpus Christi TX","CC","Corpus Christi","",,0,70,50,37351,0,0,0,0,1,"",10/23/2012 09:54:37.863000000 PM,0,0
154,0,602,"Chicago IL","CH","Chicago","",,0,3,39,286649,0,0,0,0,1,"",05/24/2012 10:08:56.076000000 PM,0,0
155,0,603,"Joplin MO-Pittsburg KS","JP","Joplin","",,0,159,99,20598,0,1,0,0,1,"",05/24/2012 10:08:56.076000000 PM,0,0
156,0,604,"Columbia-Jefferson City MO","CJ","Columbia (MO)","",,0,133,46,22747,0,1,0,0,1,"",05/24/2012 10:08:56.076000000 PM,0,0
157,0,605,"Topeka KS","TP","Topeka","",,0,105,188,18618,0,0,0,0,1,"",06/28/2013 10:36:31.505000000 PM,0,0
158,0,606,"Dothan AL","DO","Dothan (AL)","",,0,136,57,11250,0,1,0,0,1,"",05/24/2012 10:08:56.076000000 PM,0,0
159,0,609,"St Louis MO","ST","St Louis","",,0,19,182,155453,0,0,0,0,1,"",03/30/2017 09:52:13.388000000 PM,0,0
160,0,610,"Rockford IL","RF","Rockford (IL)","",,0,186,162,14293,0,1,0,0,1,"",06/28/2013 10:38:10.879000000 PM,0,0
